Comunity;province;municipality_ID;municipality_name;poblado_is_municipality;is_treated;treatment_age_50;treatment_age_60;treatment_age_70;treatment_age_80;Exist_Today;Pop_1842;Pop_1877;Pop_1887;Pop_1897;Pop_1900;Pop_1910;Pop_1920;Pop_1930;Pop_1940;Pop_1950;Pop_1960;Pop_1970;Pop_1981;Pop_1991;Pop_2001;Pop_2011;Pop_2021;river_distance_m;Latitude;longitude;area_km^2;urban_dist_km
Extremadura;Badajoz;6157;Villarta de los Montes;0;0;0;0;0;0;1;620;1108;1277;1531;1583;1857;1950;2151;2267;2218;2058;1401;1043;868;631;550;421;10025,75544;39,2142;-4,7922;123;192,1378945
Extremadura;Badajoz;6158;Zafra;0;0;0;0;0;0;1;5280;5547;6011;5615;5855;6326;6526;7366;8364;9201;10685;12112;13058;14266;15253;16677;16808;46309,5136;38,4259;-6,4162;63;70,07154811
Extremadura;Badajoz;6159;Zahínos;0;0;0;0;0;0;1;1140;1751;1813;1980;2192;2594;2838;3153;3498;3734;3834;3165;2894;3252;2979;2875;2776;19818,69018;38,3305;-6,9547;45;61,15472864
Extremadura;Badajoz;6160;Zalamea de la Serena;0;1;0;1;0;0;1;3608;4627;5318;5376;5562;6355;7131;8433;8727;9109;8945;6367;6472;5107;4464;3889;3469;23395,45598;38,6497;-5,6569;246;117,1393493
Extremadura;Badajoz;6161;Zarza-Capilla;0;0;0;0;0;0;1;1329;1568;1712;1678;1729;1791;1954;2086;1855;2089;2217;1204;848;666;484;373;297;7936,765261;38,807;-5,1574;92;157,6477851
Extremadura;Badajoz;6162;La Zarza;0;0;0;0;0;0;1;2410;3062;3294;3320;3508;3849;4003;4410;4608;5068;5154;4019;3513;3643;3615;3637;3374;2958,993264;38,8181;-6,2181;84;65,93818592
Extremadura;Caceres;10001;Abadía;0;0;0;0;0;0;1;274;278;364;360;367;433;391;446;528;633;506;513;315;310;272;325;362;18306,02021;40,25;-5,9667;45;93,03348166
Extremadura;Caceres;10002;Abertura;0;0;0;0;0;0;1;1096;1055;1056;1130;1170;1145;1244;1206;1265;1307;1317;907;629;532;502;446;402;14793,70523;39,2439;-5,8136;63;54,28079138
Extremadura;Caceres;10003;Acebo;0;0;0;0;0;0;1;2355;1718;1709;1627;1705;2185;2240;2537;2610;3118;2260;1690;878;891;757;659;565;15743,49024;40,2;-6,7167;57;86,04881243
Extremadura;Caceres;10004;Acehúche;0;0;0;0;0;0;1;1315;1351;1793;1693;1770;1902;2054;2218;2363;2419;2173;1291;1046;1014;911;839;814;17270,48481;39,8027;-6,6334;91;42,99153061
Extremadura;Caceres;10005;Aceituna;0;0;0;0;0;0;1;603;594;583;618;646;713;665;656;736;791;826;876;830;790;687;637;583;6009,0316;40,1494;-6,3322;40;75,28432628
Extremadura;Caceres;10006;Ahigal;0;0;0;0;0;0;1;1370;1410;1657;1747;1774;1982;1971;2178;2302;2359;2606;2462;2052;1791;1602;1433;1391;8886,549744;40,1833;-6,1833;52;80,59058707
Extremadura;Caceres;10007;Albalá;0;0;0;0;0;0;1;2465;1582;1852;2022;2109;2557;2609;2950;3352;3458;3616;2063;1170;968;791;766;682;21358,91452;39,2564;-6,186;38;28,8762743
Extremadura;Caceres;10008;Alcántara;0;0;0;0;0;0;1;4272;2922;3414;3094;3097;3538;3859;3836;4351;4150;3506;4457;2294;2076;1732;1604;1380;2962,158634;39,7186;-6,8839;552;51,72904693
Extremadura;Caceres;10009;Alcollarín;0;0;0;0;0;0;1;438;595;773;854;888;1029;927;989;1099;1097;1196;823;478;385;329;260;274;6717,157481;39,2445;-5,7381;79;60,0682204
Extremadura;Caceres;10010;Alcuéscar;0;0;0;0;0;0;1;3560;2172;2643;2916;2993;3399;3428;3799;4502;4205;4107;3953;3252;3331;2939;2884;2503;24878,05754;39,1811;-6,2294;108;34,67433961
Extremadura;Caceres;10011;Aldeacentenera;0;0;0;0;0;0;1;1643;1374;1665;1863;1924;2174;2032;2322;2500;2528;2351;1543;1239;1086;898;701;571;5420,830086;39,5271;-5,6297;111;63,89396327
Extremadura;Caceres;10012;Aldea del Cano;0;0;0;0;0;0;1;1205;1268;1373;1503;1645;1831;2012;2218;2201;2167;1904;1175;886;791;729;695;614;12498,83177;39,2878;-6,3189;28;21,08385382
Extremadura;Caceres;10013;Aldea del Obispo;0;0;0;0;0;0;1;383;590;613;656;671;939;1179;1382;1544;1711;1321;858;577;439;363;337;298;10438,43154;40,7072;-6,7922;42;141,8310357
Extremadura;Caceres;10014;Aldeanueva de la Vera;0;0;0;0;0;0;1;2410;1845;1859;1901;1955;2280;2388;2788;3132;3688;4134;3610;2843;2616;2421;2202;2036;9284,552673;40,1292;-5,7003;38;92,77766656
Extremadura;Caceres;10015;Aldeanueva del Camino;0;0;0;0;0;0;1;931;1421;1678;1867;1872;1923;1949;2137;2128;2126;2003;1565;1227;978;848;779;720;12838,81779;40,2584;-5,93;20;95,09722495
Extremadura;Caceres;10016;Aldehuela de Jerte;0;0;0;0;0;0;1;130;150;153;168;169;174;171;208;218;261;356;520;475;403;385;370;372;809,1040642;40,012;-6,2394;11;60,9742156
Extremadura;Caceres;10017;Alía;0;0;0;0;0;0;1;3122;2626;2995;3123;3186;3553;3336;3721;4449;5494;4546;2993;2235;1696;1272;960;792;16215,13807;39,4486;-5,2175;602;99,07305379
Extremadura;Caceres;10018;Aliseda;0;0;0;0;0;0;1;1764;1453;1663;1907;1979;2439;2978;3524;4239;4639;4743;3257;2566;2476;2221;2008;1757;4627,319076;39,4225;-6,6929;81;28,19536015
Extremadura;Caceres;10019;Almaraz;0;0;0;0;0;0;1;493;793;823;829;937;1052;1073;1013;1101;1080;2009;1001;1313;1293;1480;1560;1700;19327,13285;39,8143;-5,6779;34;70,44761001
Extremadura;Caceres;10020;Almoharín;0;0;0;0;0;0;1;2191;2168;2500;2716;2790;3122;3553;3797;4099;4310;3825;2783;2127;2129;2081;1975;1802;20070,86405;39,1764;-6,044;97;43,35706269
Extremadura;Caceres;10021;Arroyo de la Luz;0;0;0;0;0;0;1;7395;5761;6101;6883;7279;7945;8432;9596;10487;10515;9923;8139;6625;6619;6594;6294;5666;10557,34394;39,484;-6,5846;128;18,36182771
Extremadura;Caceres;10022;Arroyomolinos de la Vera;0;0;0;0;0;0;1;550;656;736;724;726;897;856;1086;1150;1254;1294;961;772;671;555;486;433;8842,910154;40,0533;-5,8537;23;78,22312638
Extremadura;Caceres;10023;Arroyomolinos de la Vera;0;0;0;0;0;0;1;3287;1588;1780;1756;1740;2067;2053;2045;2341;2542;2258;1551;1265;1157;1121;941;842;8842,910154;40,0533;-5,8537;23;78,22312638
Extremadura;Caceres;10024;Baños de Montemayor;0;0;0;0;0;0;1;1150;1482;1725;1805;1858;1960;2006;1864;1884;1544;1507;1078;879;765;721;778;752;13380,96914;40,3183;-5,8572;21;103,711444
Extremadura;Caceres;10025;Barrado;0;0;0;0;0;0;1;550;619;520;587;613;629;708;748;873;915;937;828;660;583;524;454;377;5186,747354;40,0842;-5,8814;21;79,80519933
Extremadura;Caceres;10026;Belvís de Monroy;0;0;0;0;0;0;1;931;805;860;971;977;948;929;1037;1125;1059;1941;853;674;550;664;636;745;19198,12161;39,8192;-5,6092;45;75,74335789
Extremadura;Caceres;10027;Benquerencia;0;0;0;0;0;0;1;383;228;244;316;318;426;425;456;512;505;504;173;123;117;103;87;79;30852,19074;39,3106;-6,0844;13;30,55077337
Extremadura;Caceres;10028;Berrocalejo;0;0;0;0;0;0;1;712;676;729;837;819;921;1118;1014;1055;1081;842;275;172;157;114;135;104;11318,18025;39,82;-5,3503;14;95,53786775
Extremadura;Caceres;10029;Berzocana;0;0;0;0;0;0;1;2027;1576;1755;1818;1896;1927;1958;1871;2010;1952;1846;1280;882;745;589;484;416;13139,30874;39,4378;-5,4619;134;78,15535529
Extremadura;Caceres;10030;Bohonal de Ibor;0;0;0;0;0;0;1;548;662;773;907;925;1133;1172;1341;1512;1708;1526;1017;807;672;556;552;489;18352,39847;39,7844;-5,4842;65;83,47820541
Extremadura;Caceres;10031;Botija;0;0;0;0;0;0;1;455;432;630;643;622;766;687;753;837;843;817;635;268;204;183;219;187;31092,57529;39,3453;-6,0731;19;29,28446059
Extremadura;Caceres;10032;Brozas;0;0;0;0;0;0;1;7121;4870;4849;4856;4842;5000;5163;5562;5754;6076;5927;4508;2835;2490;2329;2053;1786;10774,05847;39,6125;-6,7781;399;38,18445525
Extremadura;Caceres;10033;Cabañas del Castillo;0;0;0;0;0;0;1;1013;1770;1977;2037;2151;2554;2480;1531;1745;1724;1783;1201;800;688;532;472;418;6891,389291;39,5474;-5,5117;105;74,19225847
Extremadura;Caceres;10034;Cabezabellosa;0;0;0;0;0;0;1;959;763;840;888;912;1021;1036;1174;1234;1367;1321;1003;799;642;479;393;342;4047,725401;40,1331;-6;34;79,94308016
Extremadura;Caceres;10035;Cabezuela del Valle;0;0;0;0;0;0;1;2328;1770;1781;1791;1842;2075;2238;2503;2755;2883;2635;2565;2407;2430;2213;2370;2145;576,0312005;40,1927;-5,8064;57;93,42076781
Extremadura;Caceres;10036;Cabrero;0;0;0;0;0;0;1;470;464;334;411;413;444;597;605;705;779;686;688;628;479;408;374;329;2108,416736;40,1128;-5,8924;7;82,05706335
Extremadura;Caceres;10037;Cáceres;0;1;0;1;0;0;1;12052;11847;13749;13665;13617;14562;20218;24352;29030;40009;45960;55341;65758;74589;82716;95616;95659;4496,036808;39,4731;-6,3711;1.750;0
Extremadura;Caceres;10038;Cachorrilla;0;0;0;0;0;0;1;438;333;403;402;425;444;487;441;399;448;407;215;148;112;95;101;95;7521,194467;39,9158;-6,6691;41;55,43933635
Extremadura;Caceres;10039;Cadalso;0;0;0;0;0;0;1;767;683;699;680;722;896;783;820;968;1009;1028;838;735;584;566;484;417;16013,32785;40,2378;-6,5405;7;86,25461768
Extremadura;Caceres;10040;Calzadilla;0;0;0;0;0;0;1;1205;897;1075;1174;1164;1229;1229;1313;1382;1587;1661;1012;743;618;546;497;468;6050,580037;40,0598;-6,5325;76;66,68224011
Extremadura;Caceres;10041;Caminomorisco;0;0;0;0;0;0;1;767;884;839;920;989;1256;1295;1481;1724;1919;2084;2034;1556;1329;1308;1218;1158;28618,10064;40,3264;-6,2906;148;95,13483106
Extremadura;Caceres;10042;Campillo de Deleitosa;0;0;0;0;0;0;1;219;277;397;420;423;422;438;437;506;613;575;317;248;175;125;66;79;14566,41864;39,7035;-5,575;26;72,87247392
Extremadura;Caceres;10043;Campo Lugar;0;1;0;0;1;0;1;548;551;652;741;770;906;1083;1237;1431;1476;1580;1791;1396;1304;1174;974;825;5616,563525;39,1958;-5,7711;73;60,10867469
Extremadura;Caceres;10044;Cañamero;0;0;0;0;0;0;1;1698;1534;1759;1990;2005;2315;2374;2739;2957;3294;3586;2511;2259;2078;1875;1742;1623;26250,84626;39,3797;-5,3888;151;85,00495421
Extremadura;Caceres;10045;Cañaveral;0;0;0;0;0;0;1;2356;1831;2104;2179;2331;2787;2379;2716;2862;2843;2449;2429;2027;1717;1406;1196;1035;15769,32067;39,79;-6,3941;86;35,30100693
Extremadura;Caceres;10046;Carbajo;0;0;0;0;0;0;1;438;288;354;394;392;424;430;487;584;626;567;338;300;313;259;230;198;3159,241219;39,6032;-7,1971;28;72,29510501
Extremadura;Caceres;10047;Carcaboso;0;1;0;0;1;0;1;325;296;358;340;358;438;438;483;587;732;1026;1560;1404;1326;1209;1116;1082;885,3123012;40,0495;-6,2124;20;65,51984073
Extremadura;Caceres;10048;Carrascalejo;0;0;0;0;0;0;1;931;1049;1079;1048;1007;1016;1131;1225;1274;1469;1302;952;623;495;398;313;225;14179,23245;39,6458;-5,2168;48;100,8037422
Extremadura;Caceres;10049;Casar de Cáceres;0;0;0;0;0;0;1;6026;4507;4465;4568;4532;4647;4493;4942;5241;5213;5007;3864;3758;4071;4610;4792;4511;18631,61844;39,5615;-6,4171;130;10,59460478
Extremadura;Caceres;10050;Casar de Palomero;0;0;0;0;0;0;1;876;1349;1414;1431;1455;1686;1811;2040;2332;2215;2269;2033;1767;1492;1343;1414;1070;20925,94674;40,295;-6,2566;37;91,91306967
Extremadura;Caceres;10051;Casares de las Hurdes;0;0;0;0;0;0;1;448;369;375;376;378;501;579;742;847;944;1070;1106;1096;1012;647;492;399;24468,97708;40,4401;-6,2883;21;107,7668527
Extremadura;Caceres;10052;Casas de Don Antonio;0;0;0;0;0;0;1;986;570;688;684;695;818;923;1051;1214;1098;869;434;249;270;238;195;157;17518,63044;39,2364;-6,2908;31;27,20588173
Extremadura;Caceres;10053;Casas de Don Gómez;0;0;0;0;0;0;1;740;532;539;549;581;626;651;656;630;680;741;604;529;409;338;337;291;2283,307259;40,0081;-6,6;31;62,63322869
Extremadura;Caceres;10054;Casas del Castañar;0;0;0;0;0;0;1;986;869;822;835;813;844;938;1070;1192;1364;1238;1049;858;755;688;627;540;1449,752714;40,1073;-5,9064;25;80,93443736
Extremadura;Caceres;10055;Casas del Monte;0;0;0;0;0;0;1;1096;985;980;988;1050;1039;1001;1021;1160;1203;1101;1040;1073;953;912;814;788;7927,923005;40,2024;-5,9604;28;88,36037624
Extremadura;Caceres;10056;Casas de Millán;0;0;0;0;0;0;1;1917;1236;1423;1482;1473;1437;1388;1624;1656;1839;1845;1304;863;853;753;673;554;17502,60462;39,8176;-6,329;153;38,47503112
Extremadura;Caceres;10057;Casas de Miravete;0;0;0;0;0;0;1;329;400;515;615;571;661;708;746;810;858;708;522;232;169;161;177;128;10759,85474;39,7276;-5,7436;50;60,76299939
Extremadura;Caceres;10058;Casatejada;0;0;0;0;0;0;1;1424;1112;1320;1529;1542;1962;1707;2009;2231;2342;2617;1761;1671;1410;1242;1452;1342;5924,384423;39,8855;-5,6814;112;74,74882504
Extremadura;Caceres;10059;Casillas de Coria;0;0;0;0;0;0;1;1261;1045;1113;1007;1007;1062;1102;1146;1296;1578;1556;902;800;643;508;448;344;2089,857571;39,9652;-6,6356;62;59,21931482
Extremadura;Caceres;10060;Castañar de Ibor;0;0;0;0;0;0;1;1260;1358;1555;1485;1553;1463;1453;1546;1722;2183;2149;1869;1647;1366;1298;1161;1023;17509,75678;39,6262;-5,417;149;83,55593301
Extremadura;Caceres;10061;Ceclavín;0;0;0;0;0;0;1;4656;4710;4910;4748;5025;5158;4872;4672;5295;5490;5297;4037;2705;2405;2139;2013;1802;13877,86213;39,8214;-6,7736;159;51,84150066
Extremadura;Caceres;10062;Cedillo;0;0;0;0;0;0;1;482;695;776;769;845;987;1073;1171;1260;1461;1155;1013;705;605;554;497;426;2805,111178;39,6514;-7,5028;62;99,01605064
Extremadura;Caceres;10063;Cerezo;0;0;0;0;0;0;1;164;214;231;252;256;287;282;291;323;409;427;390;321;262;211;186;155;14442,86144;40,2369;-6,2275;18;85,81570034
Extremadura;Caceres;10064;Cilleros;0;0;0;0;0;0;1;2520;2501;2811;2619;2717;2802;2723;3189;3898;3809;3516;2830;2501;2394;2065;1799;1615;6028,036156;40,1158;-6,7961;208;80,16780103
Extremadura;Caceres;10065;Collado de la Vera;0;0;0;0;0;0;1;164;169;215;240;218;149;227;260;333;351;1516;1574;659;365;175;163;225;3241,193494;40,0573;-5,7209;45;85,49243152
Extremadura;Caceres;10066;Conquista de la Sierra;0;0;0;0;0;0;1;274;434;514;521;534;666;626;702;769;748;766;422;244;197;204;212;192;18596,40993;39,351;-5,7343;42;56,36828474
Extremadura;Caceres;10067;Coria;0;1;0;1;0;0;1;2794;2407;3013;2792;2819;3128;3201;3385;4499;5211;8123;10101;10390;11108;12086;12994;12340;507,9459599;39,9819;-6,5372;103;58,34172996
Extremadura;Caceres;10068;Cuacos de Yuste;0;0;0;0;0;0;1;1205;1057;1080;1133;1156;1316;1229;1440;1625;1717;2003;1452;1034;975;949;897;848;6538,117397;40,1045;-5,724;53;89,36487746
Extremadura;Caceres;10070;Deleitosa;0;0;0;0;0;0;1;876;1171;1453;1504;1593;1934;2035;2082;2281;2685;2343;1578;1266;1077;865;809;684;5421,756002;39,6436;-5,6458;144;65,00485595
Extremadura;Caceres;10071;Descargamaría;0;0;0;0;0;0;1;820;762;795;831;841;868;813;744;911;812;727;513;367;261;274;181;108;22524,95012;40,3039;-6,4864;49;92,90649559
Extremadura;Caceres;10072;Eljas;0;0;0;0;0;0;1;2740;1804;1934;1806;1814;1922;1752;1775;1990;2307;1906;1831;1737;1360;1166;980;900;15888,89664;40,2158;-6,8461;33;92,01122576
Extremadura;Caceres;10073;Escurial;0;0;0;0;0;0;1;2301;1558;1707;1725;1774;1873;1933;2034;2141;2250;2100;1377;1027;1003;893;807;861;17678,74804;39,1694;-5,8856;101;53,70553938
Extremadura;Caceres;10075;Fresnedoso de Ibor;0;0;0;0;0;0;1;383;627;683;713;721;757;688;874;976;1144;982;805;568;504;344;317;265;13431,58805;39,6844;-5,5092;55;77,52068358
Extremadura;Caceres;10076;Galisteo;0;0;0;0;0;0;1;1205;977;1064;1051;1084;1213;1128;1156;1228;1387;2926;3400;2470;2065;1984;1004;908;1663,667022;39,976;-6,2678;79;56,61738245
Extremadura;Caceres;10077;Garciaz;0;0;0;0;0;0;1;767;1154;1393;1591;1755;2174;2044;2189;2460;2517;2407;1751;1226;1099;982;815;699;15106,5142;39,4136;-5,6267;150;64,26656173
Extremadura;Caceres;10078;La Garganta;0;0;0;0;0;0;1;1041;1159;1133;1287;1336;1399;1482;1532;1549;1568;1385;914;771;675;606;480;358;13151,38285;40,3284;-5,8229;24;105,9863439
Extremadura;Caceres;10079;Garganta la Olla;0;0;0;0;0;0;1;1972;1086;1468;1500;1557;1754;1636;1821;2049;2081;2070;1846;1355;1277;1147;1003;930;7984,426828;40,1107;-5,7764;48;87,23265123
Extremadura;Caceres;10080;Gargantilla;0;0;0;0;0;0;1;657;769;839;908;910;1027;1048;1033;1021;1004;1004;750;613;567;491;423;375;8552,890964;40,2483;-5,9202;21;94,4035153
Extremadura;Caceres;10082;Garrovillas de Alconétar;0;0;0;0;0;0;1;6574;4980;4989;4994;5257;6069;6109;6264;6358;6501;5911;3859;2740;2631;2453;2244;1970;29138,16639;39,7131;-6,5495;207;30,75938244
Extremadura;Caceres;10084;Gata;0;1;0;1;0;0;1;3122;2149;2127;2195;2283;2476;2388;2372;2538;2611;3019;3040;2408;2091;1824;1629;1409;10155,16352;40,2389;-6,5958;94;87,29042058
Extremadura;Caceres;10086;La Granja;0;0;0;0;0;0;1;657;549;604;609;648;705;571;582;692;713;663;584;499;473;411;354;322;14467,92892;40,2393;-5,9946;15;91,06421337
Extremadura;Caceres;10087;Guadalupe;0;0;0;0;0;0;1;3835;2756;2949;3197;3223;3622;3507;3476;3679;3962;4048;3112;2941;2507;2288;2026;1823;25136,11669;39,4523;-5,3272;68;89,64253938
Extremadura;Caceres;10088;Guijo de Coria;0;0;0;0;0;0;1;822;657;731;742;795;808;788;861;862;914;913;742;432;357;280;246;199;8756,733929;40,1012;-6,4632;75;70,28893913
Extremadura;Caceres;10089;Guijo de Galisteo;0;1;0;1;0;0;1;1424;801;848;794;786;889;803;779;863;835;860;1071;1900;1759;1763;1601;1515;3965,968805;40,0937;-6,4117;62;69,09480007
Extremadura;Caceres;10090;Guijo de Granadilla;0;0;0;0;0;0;1;1041;965;1007;1102;1187;1296;1136;1161;1190;1568;1626;1258;1095;824;698;601;515;14126,44307;40,1938;-6,1633;75;82,07836392
Extremadura;Caceres;10091;Guijo de Santa Bárbara;0;0;0;0;0;0;1;466;671;770;851;894;1029;971;1065;1075;1056;916;802;774;583;469;396;389;12304,2348;40,1538;-5,6554;35;97,29393295
Extremadura;Caceres;10092;Herguijuela;0;0;0;0;0;0;1;712;899;932;1053;1093;1313;1378;1556;1606;1640;1579;753;553;470;386;364;275;22774,76083;39,3745;-5,7595;42;53,66511375
Extremadura;Caceres;10093;Hernán-Pérez;0;0;0;0;0;0;1;820;326;387;464;465;492;422;635;630;690;737;555;575;525;497;499;415;15389,44295;40,2122;-6,464;35;82,57316513
Extremadura;Caceres;10094;Herrera de Alcántara;0;0;0;0;0;0;1;986;754;820;958;1052;1270;1236;1296;1360;1361;1274;882;540;408;310;288;230;5519,594189;39,6388;-7,4062;122;90,63258699
Extremadura;Caceres;10095;Herreruela;0;0;0;0;0;0;1;822;669;745;714;773;861;866;970;1063;1193;1149;1003;716;548;405;367;331;3928,438471;39,4629;-6,9058;114;45,91080301
Extremadura;Caceres;10096;Hervás;0;0;0;0;0;0;1;3540;4221;4638;4591;4736;4838;4678;4808;5027;5025;4521;3796;3544;3832;3842;4157;3959;8409,653816;40,2739;-5,8658;60;98,93852919
Extremadura;Caceres;10097;Higuera de Albalat;0;0;0;0;0;0;1;383;353;390;381;391;389;375;375;434;529;472;276;153;131;102;111;106;12579,09332;39,728;-5,6549;41;67,59742175
Extremadura;Caceres;10098;Hinojal;0;0;0;0;0;0;1;876;1195;1425;1419;1547;1769;2013;2357;2535;2774;2321;880;535;464;421;442;391;26167,51569;39,707;-6,3585;63;26,03477291
Extremadura;Caceres;10099;Holguera;0;0;0;0;0;0;1;438;488;752;784;845;891;977;1018;1059;1210;1185;1215;1029;870;796;748;621;5944,190983;39,9002;-6,3493;37;47,52874432
Extremadura;Caceres;10100;Hoyos;0;0;0;0;0;0;1;2136;1624;1496;1529;1620;1768;1652;1555;1781;1677;1585;1372;1138;1010;972;923;891;12078,84157;40,1692;-6,7214;15;82,98338043
Extremadura;Caceres;10101;Huélaga;0;0;0;0;0;0;1;164;143;119;131;146;147;145;159;172;234;312;318;229;181;202;206;208;1215,776334;40,0571;-6,6151;11;68,20625417
Extremadura;Caceres;10102;Ibahernando;0;0;0;0;0;0;1;1205;1133;1396;1445;1511;1860;2213;2432;2800;3132;2580;1323;944;840;681;449;543;27398,98875;39,3167;-5,9167;77;42,7474219
Extremadura;Caceres;10103;Jaraicejo;0;0;0;0;0;0;1;1096;1318;1699;1748;1851;2237;2102;2317;2564;2632;2319;1454;899;759;642;552;456;5038,669973;39,6678;-5,8131;177;52,50523288
Extremadura;Caceres;10104;Jaraíz de la Vera;0;0;0;0;0;0;1;2520;2522;2904;3353;3328;4221;4167;4877;5823;6607;8438;6422;8504;7254;6644;6647;6560;4703,603473;40,0603;-5,755;63;83,88391846
Extremadura;Caceres;10105;Jarandilla de la Vera;0;0;0;0;0;0;1;2191;1788;1765;1893;1936;2286;2090;2429;3167;3333;3688;3040;3226;3110;2970;3077;2827;6848,635591;40,1269;-5,6583;62;94,83836819
Extremadura;Caceres;10106;Jarilla;0;0;0;0;0;0;1;493;518;526;597;642;696;775;616;612;631;540;396;264;195;156;154;136;8509,744963;40,1719;-6,0033;28;83,81981456
Extremadura;Caceres;10107;Jerte;0;0;0;0;0;0;1;1096;1140;1140;1214;1274;1663;1723;1819;1960;2048;2018;1514;1504;1363;1302;1326;1253;3892,337255;40,2228;-5,7522;59;98,69705214
Extremadura;Caceres;10108;Ladrillar;0;0;0;0;0;0;1;657;880;845;912;925;1057;1074;1169;1268;1168;1381;1052;767;433;296;209;187;31750,0335;40,4656;-6,225;53;111,0610966
Extremadura;Caceres;10109;Logrosán;0;0;0;0;0;0;1;3396;3468;4123;4264;4294;4733;6040;5751;5876;6524;6776;4564;3724;2760;2315;2085;1954;17231,4818;39,3372;-5,4922;365;77,00752574
Extremadura;Caceres;10110;Losar de la Vera;0;0;0;0;0;0;1;2082;1556;1727;1755;1756;1963;2164;2435;3255;3495;3745;3287;3187;3118;3070;2830;2626;10621,53899;40,1219;-5,6;82;97,70258538
Extremadura;Caceres;10111;Madrigal de la Vera;0;0;0;0;0;0;1;493;598;795;939;900;1242;1632;1914;2279;2702;2954;2426;1873;1827;1755;1789;1564;15297,14095;40,1475;-5,3668;42;113,9421532
Extremadura;Caceres;10112;Madrigalejo;0;0;0;0;0;0;1;986;1648;2151;2206;2331;3129;3379;3897;4339;4784;5794;3930;3051;2490;2115;1858;1694;2892,289423;39,1369;-5,6266;101;74,16604682
Extremadura;Caceres;10113;Madroñera;0;0;0;0;0;0;1;2082;3473;4266;4446;4387;5081;4877;5383;5729;6549;6463;5455;3554;3315;3132;2866;2457;16435,987;39,4254;-5,7572;133;52,98077378
Extremadura;Caceres;10115;Malpartida de Cáceres;0;0;0;0;0;0;1;3835;4284;4659;4830;4873;5421;5581;5959;6280;6233;6129;5093;3528;3956;4324;4447;4059;4764,132458;39,4456;-6,5059;34;11,96466174
Extremadura;Caceres;10116;Malpartida de Plasencia;0;0;0;0;0;0;1;2191;2171;2320;2265;3095;3549;4309;4845;6032;7430;7787;6012;5053;4148;4202;4739;4602;10202,67906;39,9812;-6,0438;373;63,05355953
Extremadura;Caceres;10117;Marchagaz;0;0;0;0;0;0;1;192;326;349;347;363;405;344;412;454;514;530;505;476;430;389;260;208;19424,4745;40,2678;-6,2746;9;88,75493958
Extremadura;Caceres;10118;Mata de Alcántara;0;0;0;0;0;0;1;1096;770;899;911;937;1096;1156;1377;1575;1617;1502;1099;507;405;357;327;284;8283,254886;39,7186;-6,8198;34;47,15332969
Extremadura;Caceres;10119;Membrío;0;0;0;0;0;0;1;2903;2272;2423;2450;2487;2391;2349;2447;2585;2516;2512;1832;1130;1013;848;745;592;6078,581073;39,5268;-7,0543;208;58,92641331
Extremadura;Caceres;10120;Mesas de Ibor;0;0;0;0;0;0;1;466;567;651;747;688;821;783;776;940;1010;1080;473;277;232;210;179;162;20866,94379;39,7554;-5,5462;49;77,31800635
Extremadura;Caceres;10121;Miajadas;0;1;0;0;1;0;1;2465;4345;4912;5171;5430;6332;6810;7607;8474;9203;8845;8799;8698;9633;9763;10153;9500;13725,98379;39,1528;-5,9081;121;53,43495221
Extremadura;Caceres;10122;Millanes;0;0;0;0;0;0;1;274;252;252;288;296;440;429;528;592;655;654;527;285;267;218;256;256;17618,61284;39,8489;-5,5808;17;79,5201251
Extremadura;Caceres;10123;Mirabel;0;0;0;0;0;0;1;1315;943;1128;996;1092;1314;1353;1656;1964;2163;2236;1618;1052;941;797;697;669;11706,60664;39,8617;-6,2337;49;44,78290652
Extremadura;Caceres;10124;Mohedas de Granadilla;0;0;0;0;0;0;1;916;800;831;817;829;913;858;939;1077;1137;1228;1395;1395;1402;1128;1115;970;19999,4451;40,2683;-6,2017;59;89,6063728
Extremadura;Caceres;10125;Monroy;0;0;0;0;0;0;1;851;1047;1262;1533;1614;1924;2114;2378;2737;2744;2452;2020;1409;1345;1176;1077;922;25689,80961;39,6375;-6,2135;204;22,73499252
Extremadura;Caceres;10126;Montánchez;0;0;0;0;0;0;1;5587;4256;4675;4673;4703;4939;4716;4626;5188;5281;4457;3334;2883;2487;2141;1898;1668;26025,30664;39,225;-6,1525;113;33,37882555
Extremadura;Caceres;10127;Montehermoso;0;0;0;0;0;0;1;3725;2882;2990;2992;3018;3676;3546;3716;4444;5020;6081;6416;5480;5296;5491;5888;5705;2181,674565;40,0884;-6,3496;96;68,4451735
Extremadura;Caceres;10128;Moraleja;0;0;0;0;0;0;1;1315;1230;1531;1730;1779;1901;1977;2480;3151;4097;8380;7152;7632;8015;7886;7108;6684;1934,821678;40,0695;-6,6572;148;70,68397213
Extremadura;Caceres;10129;Morcillo;0;0;0;0;0;0;1;219;157;213;183;216;203;184;253;331;394;404;555;518;601;457;401;371;450,0658374;40,02;-6,395;16;60,85526316
Extremadura;Caceres;10130;Navaconcejo;0;0;0;0;0;0;1;1096;1111;1238;1218;1230;1378;1507;1758;2195;2430;2268;2152;2116;2152;2170;2009;2046;1002,114061;40,1783;-5,8317;51;90,95220861
Extremadura;Caceres;10131;Navalmoral de la Mata;0;0;0;0;0;0;1;3835;3324;3870;4416;4472;5083;5001;5508;6865;7336;9060;10087;13208;15089;15237;17265;17045;10992,20179;39,8928;-5,5403;156;85,04717371
